age_BP,T_anomaly,Code,Location,Reference,Proxy_type
620,0.44,32,BLATISTO,Herzschuhetal22,Pollen
620,-0.36,32,BLATISTO,Herzschuhetal22,Pollen
630,-0.36,32,BLATISTO,Herzschuhetal22,Pollen
640,-0.16,32,BLATISTO,Herzschuhetal22,Pollen
650,0.74,32,BLATISTO,Herzschuhetal22,Pollen
660,0.54,32,BLATISTO,Herzschuhetal22,Pollen
670,0.44,32,BLATISTO,Herzschuhetal22,Pollen
680,-0.46,32,BLATISTO,Herzschuhetal22,Pollen
690,0.14,32,BLATISTO,Herzschuhetal22,Pollen
690,0.24,32,BLATISTO,Herzschuhetal22,Pollen
700,0.34,32,BLATISTO,Herzschuhetal22,Pollen
710,0.74,32,BLATISTO,Herzschuhetal22,Pollen
720,-1.16,32,BLATISTO,Herzschuhetal22,Pollen
730,-1.96,32,BLATISTO,Herzschuhetal22,Pollen
740,-0.16,32,BLATISTO,Herzschuhetal22,Pollen
750,0.14,32,BLATISTO,Herzschuhetal22,Pollen
750,-0.46,32,BLATISTO,Herzschuhetal22,Pollen
760,0.74,32,BLATISTO,Herzschuhetal22,Pollen
770,-0.16,32,BLATISTO,Herzschuhetal22,Pollen
780,-1.36,32,BLATISTO,Herzschuhetal22,Pollen
790,-0.06,32,BLATISTO,Herzschuhetal22,Pollen
800,-0.96,32,BLATISTO,Herzschuhetal22,Pollen
810,-0.26,32,BLATISTO,Herzschuhetal22,Pollen
810,0.14,32,BLATISTO,Herzschuhetal22,Pollen
820,-1.46,32,BLATISTO,Herzschuhetal22,Pollen
830,-0.76,32,BLATISTO,Herzschuhetal22,Pollen
840,-1.66,32,BLATISTO,Herzschuhetal22,Pollen
850,-2.16,32,BLATISTO,Herzschuhetal22,Pollen
860,-0.16,32,BLATISTO,Herzschuhetal22,Pollen
860,-0.66,32,BLATISTO,Herzschuhetal22,Pollen
880,-2.16,32,BLATISTO,Herzschuhetal22,Pollen
880,-0.46,32,BLATISTO,Herzschuhetal22,Pollen
890,-0.26,32,BLATISTO,Herzschuhetal22,Pollen
900,-2.16,32,BLATISTO,Herzschuhetal22,Pollen
910,-0.86,32,BLATISTO,Herzschuhetal22,Pollen
920,-1.46,32,BLATISTO,Herzschuhetal22,Pollen
930,-1.56,32,BLATISTO,Herzschuhetal22,Pollen
940,-1.26,32,BLATISTO,Herzschuhetal22,Pollen
950,-4.76,32,BLATISTO,Herzschuhetal22,Pollen
950,-2.96,32,BLATISTO,Herzschuhetal22,Pollen
960,-1.56,32,BLATISTO,Herzschuhetal22,Pollen
960,-1.86,32,BLATISTO,Herzschuhetal22,Pollen
980,-2.56,32,BLATISTO,Herzschuhetal22,Pollen
980,-1.86,32,BLATISTO,Herzschuhetal22,Pollen
990,-1.86,32,BLATISTO,Herzschuhetal22,Pollen
1000,-0.76,32,BLATISTO,Herzschuhetal22,Pollen
1010,-0.36,32,BLATISTO,Herzschuhetal22,Pollen
1020,-1.16,32,BLATISTO,Herzschuhetal22,Pollen
1030,-1.96,32,BLATISTO,Herzschuhetal22,Pollen
1040,-0.96,32,BLATISTO,Herzschuhetal22,Pollen
1040,-1.06,32,BLATISTO,Herzschuhetal22,Pollen
1050,-2.16,32,BLATISTO,Herzschuhetal22,Pollen
1060,-2.36,32,BLATISTO,Herzschuhetal22,Pollen
1070,-0.06,32,BLATISTO,Herzschuhetal22,Pollen
1080,-1.06,32,BLATISTO,Herzschuhetal22,Pollen
1090,-1.26,32,BLATISTO,Herzschuhetal22,Pollen
1090,-1.26,32,BLATISTO,Herzschuhetal22,Pollen
1110,-1.46,32,BLATISTO,Herzschuhetal22,Pollen
1110,-1.56,32,BLATISTO,Herzschuhetal22,Pollen
1120,-1.16,32,BLATISTO,Herzschuhetal22,Pollen
1130,-1.66,32,BLATISTO,Herzschuhetal22,Pollen
1140,-1.46,32,BLATISTO,Herzschuhetal22,Pollen
1150,-1.26,32,BLATISTO,Herzschuhetal22,Pollen
1160,-0.96,32,BLATISTO,Herzschuhetal22,Pollen
1170,-0.16,32,BLATISTO,Herzschuhetal22,Pollen
1170,0.84,32,BLATISTO,Herzschuhetal22,Pollen
1180,-0.66,32,BLATISTO,Herzschuhetal22,Pollen
1190,-0.06,32,BLATISTO,Herzschuhetal22,Pollen
1200,0.04,32,BLATISTO,Herzschuhetal22,Pollen
1210,-0.46,32,BLATISTO,Herzschuhetal22,Pollen
1220,0.34,32,BLATISTO,Herzschuhetal22,Pollen
1220,-0.56,32,BLATISTO,Herzschuhetal22,Pollen
1240,-1.16,32,BLATISTO,Herzschuhetal22,Pollen
1240,-0.46,32,BLATISTO,Herzschuhetal22,Pollen
1250,-1.36,32,BLATISTO,Herzschuhetal22,Pollen
1260,-1.56,32,BLATISTO,Herzschuhetal22,Pollen
1270,-1.86,32,BLATISTO,Herzschuhetal22,Pollen
1280,-1.56,32,BLATISTO,Herzschuhetal22,Pollen
1290,-1.36,32,BLATISTO,Herzschuhetal22,Pollen
1310,-0.56,32,BLATISTO,Herzschuhetal22,Pollen
1310,-1.26,32,BLATISTO,Herzschuhetal22,Pollen
1320,-0.06,32,BLATISTO,Herzschuhetal22,Pollen
1330,-0.56,32,BLATISTO,Herzschuhetal22,Pollen
1340,-0.66,32,BLATISTO,Herzschuhetal22,Pollen
1350,-1.46,32,BLATISTO,Herzschuhetal22,Pollen
1360,-0.36,32,BLATISTO,Herzschuhetal22,Pollen
1370,-1.06,32,BLATISTO,Herzschuhetal22,Pollen
1390,-1.46,32,BLATISTO,Herzschuhetal22,Pollen
1400,-0.76,32,BLATISTO,Herzschuhetal22,Pollen
1410,0.24,32,BLATISTO,Herzschuhetal22,Pollen
1420,-0.56,32,BLATISTO,Herzschuhetal22,Pollen
1440,-0.26,32,BLATISTO,Herzschuhetal22,Pollen
1440,-0.36,32,BLATISTO,Herzschuhetal22,Pollen
1460,-0.16,32,BLATISTO,Herzschuhetal22,Pollen
1470,0.24,32,BLATISTO,Herzschuhetal22,Pollen
1490,-1.46,32,BLATISTO,Herzschuhetal22,Pollen
1500,0.34,32,BLATISTO,Herzschuhetal22,Pollen
-60,-0.45,33,BELIYA2C,Herzschuhetal22,Pollen
40,0.45,33,BELIYA2C,Herzschuhetal22,Pollen
160,-1.25,33,BELIYA2C,Herzschuhetal22,Pollen
280,-0.75,33,BELIYA2C,Herzschuhetal22,Pollen
390,-0.35,33,BELIYA2C,Herzschuhetal22,Pollen
540,0.05,33,BELIYA2C,Herzschuhetal22,Pollen
720,-0.85,33,BELIYA2C,Herzschuhetal22,Pollen
910,-1.15,33,BELIYA2C,Herzschuhetal22,Pollen
1110,-1.25,33,BELIYA2C,Herzschuhetal22,Pollen
1440,-1.55,33,BELIYA2C,Herzschuhetal22,Pollen
3830,-2.25,33,BELIYA2C,Herzschuhetal22,Pollen
7320,-0.85,33,BELIYA2C,Herzschuhetal22,Pollen
7680,-0.85,33,BELIYA2C,Herzschuhetal22,Pollen
8230,-0.15,33,BELIYA2C,Herzschuhetal22,Pollen
8710,1.65,33,BELIYA2C,Herzschuhetal22,Pollen
9270,0.85,33,BELIYA2C,Herzschuhetal22,Pollen
9910,0.85,33,BELIYA2C,Herzschuhetal22,Pollen
